Fecha,ID Dispositivo,Dispositivo,Grupo Usuario,Usuario,Evento
9/30/2019 7:59,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,96358,1:N Autenticaciￃﾳn exitosa (Rostro)
9/30/2019 19:59,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,96358,1:N Autenticaciￃﾳn exitosa (Rostro)
10/1/2019 7:59,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,96358,1:N Autenticaciￃﾳn exitosa (Rostro)
10/1/2019 19:59,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,96358,1:N Autenticaciￃﾳn exitosa (Rostro)
10/2/2019 4:30,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,96358,1:N Autenticaciￃﾳn exitosa (Rostro)
10/2/2019 19:10,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,96358,1:N Autenticaciￃﾳn exitosa (Rostro)
10/3/2019 7:30,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,96358,1:N Autenticaciￃﾳn exitosa (Rostro)
10/3/2019 19:10,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,96358,1:N Autenticaciￃﾳn exitosa (Rostro)
10/4/2019 7:30,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,96358,1:N Autenticaciￃﾳn exitosa (Rostro)
10/4/2019 19:10,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,96358,1:N Autenticaciￃﾳn exitosa (Rostro)
