Fecha,ID Dispositivo,Dispositivo,Grupo Usuario,Usuario,Evento
2019-02-03 07:47:35,542185239,FaceStation 2 542185239 (192.168.1.200),All Users,68118,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-02-03 07:47:33,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,115799,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-02-03 07:47:31,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,115799,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-02-02 19:35:39,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,117623,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-02-02 17:25:50,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,302,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-02-02 17:07:16,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,65680,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-02-02 16:55:53,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,115390,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-02-02 16:43:54,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,118422,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-02-02 16:43:50,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,118422,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-02-02 16:42:02,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,668,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-02-02 16:40:45,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,444,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-02-02 16:40:44,542185233,FaceStation 2 542185233 (192.168.1.203),All Users,115886,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-02-02 16:37:46,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,118410,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-02-02 16:14:48,542185239,FaceStation 2 542185239 (192.168.1.200),All Users,44490,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-02-02 16:14:12,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,118575,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-02-02 16:13:24,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,40033,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-02-02 16:11:49,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,118575,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-02-02 16:11:47,542185239,FaceStation 2 542185239 (192.168.1.200),All Users,543,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-02-02 16:11:47,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,118575,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-02-02 16:11:40,542185239,FaceStation 2 542185239 (192.168.1.200),All Users,543,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-02-02 16:11:36,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,118575,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-02-02 15:57:58,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,117735,1:N Autenticaciￃﾳn exitosa (Rostro)
