Fecha,ID Dispositivo,Dispositivo,Grupo Usuario,Usuario,Evento
2019-12-21 09:54:23,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,115896,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-21 09:50:05,542185233,FaceStation 2 542185233 (192.168.1.203),All Users,68972,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-21 09:49:10,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,68972,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-21 09:45:36,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,116730,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-21 09:28:04,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,380,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-21 09:22:47,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,118422,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-21 09:22:44,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,118422,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-21 09:19:07,542185233,FaceStation 2 542185233 (192.168.1.203),,,Biostar conectado
2019-12-21 09:18:34,542185239,FaceStation 2 542185239 (192.168.1.200),,,Biostar conectado
2019-12-21 09:18:07,542340159,FaceStation 2 542340159 (192.168.1.204),,,Biostar conectado
2019-12-21 09:18:07,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,117445,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-21 09:17:33,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,302,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-21 09:16:48,542185220,FaceStation 2 542185220 (192.168.1.202),,,Biostar conectado
2019-12-21 09:16:44,542185216,FaceStation 2 542185216 (192.168.1.201),,,Biostar conectado
2019-12-21 09:13:54,542185239,FaceStation 2 542185239 (192.168.1.200),All Users,116103,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-21 09:13:02,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,119517,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-21 09:12:21,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,68868,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-21 09:07:21,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,668,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-21 09:07:17,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,668,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-21 09:07:06,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,41596,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-21 09:02:02,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,115626,1:N Autenticaciￃﾳn exitosa (Rostro)
2019-12-21 08:59:58,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,543,1:N Autenticaciￃﾳn exitosa (Rostro)
