Fecha,ID Dispositivo,Dispositivo,Grupo Usuario,Usuario,Evento
2020-10-18 22:46:54,542185220,FaceStation 2 542185220 (192.168.1.202),,,Dispositivo Iniciado
2020-10-18 22:46:54,542185220,FaceStation 2 542185220 (192.168.1.202),,,Tamper Off
2020-10-18 22:46:53,542185220,FaceStation 2 542185220 (192.168.1.202),,,Red conectada
2020-10-18 22:46:45,542185239,FaceStation 2 542185239 (192.168.1.200),,,Dispositivo Iniciado
2020-10-18 22:46:45,542185239,FaceStation 2 542185239 (192.168.1.200),,,Tamper Off
2020-10-18 22:46:45,542185239,FaceStation 2 542185239 (192.168.1.200),,,Red conectada
2020-10-18 22:46:37,542185233,FaceStation 2 542185233 (192.168.1.203),,,Dispositivo Iniciado
2020-10-18 22:46:37,542185233,FaceStation 2 542185233 (192.168.1.203),,,Tamper Off
2020-10-18 22:46:37,542185233,FaceStation 2 542185233 (192.168.1.203),,,Red conectada
2020-10-18 22:46:14,542185216,FaceStation 2 542185216 (192.168.1.201),,,Dispositivo Iniciado
2020-10-18 22:46:14,542185216,FaceStation 2 542185216 (192.168.1.201),,,Tamper Off
2020-10-18 22:46:13,542185216,FaceStation 2 542185216 (192.168.1.201),,,Red conectada
2020-10-18 22:45:48,542340159,FaceStation 2 542340159 (192.168.1.204),,,Dispositivo Iniciado
2020-10-18 22:45:48,542340159,FaceStation 2 542340159 (192.168.1.204),,,Tamper Off
2020-10-18 22:45:47,542340159,FaceStation 2 542340159 (192.168.1.204),,,Red conectada
2020-10-18 18:59:37,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,119545,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-18 18:59:34,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,119545,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-18 08:41:19,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,119545,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-18 08:41:16,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,119545,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-18 08:41:11,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,116807,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-18 08:41:09,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,116807,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-17 20:41:01,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,1424,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-17 20:40:58,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,1424,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-17 20:10:04,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,116807,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-17 20:10:00,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,116807,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-17 18:54:47,542185233,FaceStation 2 542185233 (192.168.1.203),All Users,65684,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-17 18:54:07,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,65684,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-17 18:53:54,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,119545,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-17 18:53:51,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,119545,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-17 15:26:58,542185239,FaceStation 2 542185239 (192.168.1.200),All Users,343,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-17 15:26:50,542185239,FaceStation 2 542185239 (192.168.1.200),,,Autenticaciￃﾳn fallida (Timeout)
2020-10-17 15:26:08,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,41596,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-17 15:03:33,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,543,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-17 15:01:01,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,115626,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-17 15:00:53,542185216,FaceStation 2 542185216 (192.168.1.201),,,Autenticaciￃﾳn fallida (Timeout)
2020-10-17 15:00:07,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,66,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-17 14:58:04,542185239,FaceStation 2 542185239 (192.168.1.200),All Users,119746,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-17 14:57:10,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,29,1:N Autenticaciￃﾳn exitosa (Rostro)
