Date,Device ID,Device,User Group,User,Event
22/06/2026 07:26,542198617,FaceStation 2 542198617 (192.168.8.220),All Users,99999,1:N authentication succeeded (Face)
22/06/2026 20:26,542198617,FaceStation 2 542198617 (192.168.8.220),All Users,99999,1:N authentication succeeded (Face)
23/06/2026 07:30,542198617,FaceStation 2 542198617 (192.168.8.220),All Users,99999,1:N authentication succeeded (Face)
23/06/2026 20:26,542198617,FaceStation 2 542198617 (192.168.8.220),All Users,99999,1:N authentication succeeded (Face)
24/06/2026 07:26,542198617,FaceStation 2 542198617 (192.168.8.220),All Users,99999,1:N authentication succeeded (Face)
24/06/2026 17:01,542198617,FaceStation 2 542198617 (192.168.8.220),All Users,99999,1:N authentication succeeded (Face)
25/06/2026 07:26,542198617,FaceStation 2 542198617 (192.168.8.220),All Users,99999,1:N authentication succeeded (Face)
25/06/2026 17:26,542198617,FaceStation 2 542198617 (192.168.8.220),All Users,99999,1:N authentication succeeded (Face)
27/06/2026 08:00,542198617,FaceStation 2 542198617 (192.168.8.220),All Users,99999,1:N authentication succeeded (Face)
27/06/2026 14:00,542198617,FaceStation 2 542198617 (192.168.8.220),All Users,99999,1:N authentication succeeded (Face)
