Fecha,ID Dispositivo,Dispositivo,Grupo Usuario,Usuario,Evento
2020-10-11 18:50:19,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,119545,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-11 18:50:16,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,119545,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-11 08:35:34,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,119545,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-11 08:35:32,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,119545,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-11 07:47:33,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,65684,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-10 20:16:51,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,1689,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-10 20:05:42,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,66,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-10 20:05:39,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,66,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-10 19:28:34,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,119545,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-10 19:28:31,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,119545,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-10 18:19:08,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,65684,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-10 15:31:33,542340159,FaceStation 2 542340159 (192.168.1.204),,,Autenticaciￃﾳn fallida (Timeout)
2020-10-10 15:31:25,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,543,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-10 15:30:51,542185239,FaceStation 2 542185239 (192.168.1.200),,,Autenticaciￃﾳn fallida (Timeout)
2020-10-10 15:30:41,542185239,FaceStation 2 542185239 (192.168.1.200),,,Autenticaciￃﾳn fallida (Timeout)
2020-10-10 15:30:38,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,115609,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-10 15:30:24,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,115410,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-10 15:30:19,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,115963,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-10 15:30:17,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,115626,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-10 15:29:56,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,1424,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-10 15:29:53,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,1424,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-10 15:29:38,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,115963,1:N Autenticaciￃﾳn exitosa (Rostro)
