Fecha,ID Dispositivo,Dispositivo,Grupo Usuario,Usuario,Evento
2020-10-25 14:01:06,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,66,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-25 14:01:04,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,66,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-25 11:17:11,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,117623,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-25 10:53:35,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,66,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-25 10:53:33,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,66,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-25 09:34:38,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,119545,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-25 09:34:36,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,119545,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-25 08:14:15,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,65684,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-24 19:42:43,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,65684,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-24 19:06:09,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,119545,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-24 19:06:05,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,119545,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-24 19:05:52,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,119545,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-24 19:05:49,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,119545,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-24 17:38:34,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,68983,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-24 17:33:49,542185239,FaceStation 2 542185239 (192.168.1.200),All Users,115410,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-24 17:28:43,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,115626,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-24 17:28:32,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,1424,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-24 17:28:29,542185216,FaceStation 2 542185216 (192.168.1.201),,,Autenticaciￃﾳn fallida (Timeout)
2020-10-24 17:28:21,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,1424,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-24 17:27:57,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,115963,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-24 17:26:11,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,113,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-24 16:43:09,542185239,FaceStation 2 542185239 (192.168.1.200),All Users,343,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-24 16:42:40,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,41596,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-24 16:04:11,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,66,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-24 16:04:08,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,66,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-24 15:32:35,542185233,FaceStation 2 542185233 (192.168.1.203),All Users,543,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-24 15:31:41,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,49251,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-24 15:10:25,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,116133,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-24 15:10:23,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,116133,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-10-24 15:10:21,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,116133,Autenticaciￃﾳn fallida (Credencial invalida)
