Fecha,ID Dispositivo,Dispositivo,Grupo Usuario,Usuario,Evento
7/12/2019 18:59,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,928,1:N Autenticaciￃﾳn exitosa (Rostro)
7/12/2019 19:01,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,928,1:N Autenticaciￃﾳn exitosa (Rostro)
7/13/2019 7:00,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,928,1:N Autenticaciￃﾳn exitosa (Rostro)
7/13/2019 7:04,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,928,1:N Autenticaciￃﾳn exitosa (Rostro)
7/10/2019 18:59,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,928,1:N Autenticaciￃﾳn exitosa (Rostro)
7/10/2019 19:01,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,928,1:N Autenticaciￃﾳn exitosa (Rostro)
7/11/2019 7:00,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,928,1:N Autenticaciￃﾳn exitosa (Rostro)
7/11/2019 7:04,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,928,1:N Autenticaciￃﾳn exitosa (Rostro)
7/8/2019 7:59,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,928,1:N Autenticaciￃﾳn exitosa (Rostro)
7/8/2019 8:02,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,928,1:N Autenticaciￃﾳn exitosa (Rostro)
7/8/2019 14:01,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,928,1:N Autenticaciￃﾳn exitosa (Rostro)
7/8/2019 14:05,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,928,1:N Autenticaciￃﾳn exitosa (Rostro)
7/8/2019 14:55,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,928,1:N Autenticaciￃﾳn exitosa (Rostro)
7/8/2019 15:00,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,928,1:N Autenticaciￃﾳn exitosa (Rostro)
7/8/2019 18:59,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,928,1:N Autenticaciￃﾳn exitosa (Rostro)
7/8/2019 19:01,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,928,1:N Autenticaciￃﾳn exitosa (Rostro)
7/9/2019 7:00,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,928,1:N Autenticaciￃﾳn exitosa (Rostro)
7/9/2019 7:04,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,928,1:N Autenticaciￃﾳn exitosa (Rostro)
7/6/2019 18:59,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,928,1:N Autenticaciￃﾳn exitosa (Rostro)
7/6/2019 19:01,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,928,1:N Autenticaciￃﾳn exitosa (Rostro)
7/7/2019 7:00,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,928,1:N Autenticaciￃﾳn exitosa (Rostro)
7/7/2019 7:04,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,928,1:N Autenticaciￃﾳn exitosa (Rostro)
