Fecha,ID Dispositivo,Dispositivo,Grupo Usuario,Usuario,Evento
2020-11-01 20:58:12,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,65684,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-11-01 20:45:26,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,115626,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-11-01 19:51:54,542185220,FaceStation 2 542185220 (192.168.1.202),,,Dispositivo Iniciado
2020-11-01 19:51:54,542185220,FaceStation 2 542185220 (192.168.1.202),,,Tamper Off
2020-11-01 19:51:53,542185220,FaceStation 2 542185220 (192.168.1.202),,,Red conectada
2020-11-01 19:51:52,542185239,FaceStation 2 542185239 (192.168.1.200),,,Dispositivo Iniciado
2020-11-01 19:51:52,542185239,FaceStation 2 542185239 (192.168.1.200),,,Tamper Off
2020-11-01 19:51:51,542185239,FaceStation 2 542185239 (192.168.1.200),,,Red conectada
2020-11-01 19:51:49,542185216,FaceStation 2 542185216 (192.168.1.201),,,Dispositivo Iniciado
2020-11-01 19:51:49,542185216,FaceStation 2 542185216 (192.168.1.201),,,Tamper Off
2020-11-01 19:51:48,542185216,FaceStation 2 542185216 (192.168.1.201),,,Red conectada
2020-11-01 19:51:47,542340159,FaceStation 2 542340159 (192.168.1.204),,,Dispositivo Iniciado
2020-11-01 19:51:47,542340159,FaceStation 2 542340159 (192.168.1.204),,,Tamper Off
2020-11-01 19:51:47,542340159,FaceStation 2 542340159 (192.168.1.204),,,Red conectada
2020-11-01 19:51:47,542185233,FaceStation 2 542185233 (192.168.1.203),,,Dispositivo Iniciado
2020-11-01 19:51:47,542185233,FaceStation 2 542185233 (192.168.1.203),,,Tamper Off
2020-11-01 19:51:47,542185233,FaceStation 2 542185233 (192.168.1.203),,,Red conectada
2020-11-01 19:00:06,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,119545,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-11-01 19:00:03,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,119545,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-11-01 16:41:47,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,68983,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-11-01 16:41:46,542185239,FaceStation 2 542185239 (192.168.1.200),All Users,115410,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-11-01 16:39:41,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,119046,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-11-01 16:38:11,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,115963,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-11-01 16:25:15,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,66,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-11-01 16:25:13,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,66,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-11-01 16:17:48,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,117623,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-11-01 16:02:42,542185216,FaceStation 2 542185216 (192.168.1.201),All Users,115512,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-11-01 15:45:54,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,118660,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-11-01 15:36:42,542340159,FaceStation 2 542340159 (192.168.1.204),All Users,119360,1:N Autenticaciￃﾳn exitosa (Rostro)
2020-11-01 15:33:33,542185220,FaceStation 2 542185220 (192.168.1.202),All Users,118402,1:N Autenticaciￃﾳn exitosa (Rostro)
